record_id,plant_id,part_number,part_name,quantity,unit,weight_kg,production_date,ship_date,customer_id,status,last_modified
R-02498,C,BRKT_125,Brkt Assembly 125,3480,mm,63.87,2024-11-09,2024-12-23,CU-0094,shipped,2024-12-24
R-02499,A,PLTE-118,Plte Assembly 118,321,mm,50.66,2025-03-31,2025-04-01,CU-0101,shipped,2025-04-02
R-02500,B,BOLT-108,Bolt Assembly 108,4735,mm,45.13,2025-04-12,2025-04-17,CU-0041,shipped,2025-04-18
R-02501,C,BRKT_116,Brkt Assembly 116,2575,mm,24.16,2024-06-05,2024-06-23,CU-0024,shipped,2024-06-24
R-02502,B,BRKT-135,Brkt Assembly 135,2870,mm,63.67,2024-06-16,2024-06-24,CU-0136,shipped,2024-06-25
R-02503,C,CASE_119,Case Assembly 119,3403,mm,5.49,2024-07-23,2024-07-28,CU-0084,completed,2024-07-29
R-02504,C,GEAR_148,Gear Assembly 148,3353,mm,2.06,2025-02-26,2025-03-25,CU-0064,shipped,2025-03-26
R-02505,A,RING-132,Ring Assembly 132,632,mm,1.21,2025-02-22,2025-04-07,CU-0111,pending,2025-04-08
R-02506,B,VALV-146,Valv Assembly 146,4815,mm,59.8,2026-03-26,2026-04-30,CU-0060,shipped,2026-05-01
R-02507,B,BOLT-117,Bolt Assembly 117,1225,mm,55.83,2024-12-08,2025-01-08,CU-0167,shipped,2025-01-09
R-02508,A,CASE-149,Case Assembly 149,1104,mm,61.81,2026-05-01,2026-05-20,CU-0167,shipped,2026-05-21
R-02509,B,BOLT-111,Bolt Assembly 111,1128,mm,78.17,2024-06-14,2024-06-26,CU-0125,completed,2024-06-27
R-02510,A,SHFT-117,Shft Assembly 117,1133,mm,14.55,2024-01-09,2024-01-22,CU-0107,completed,2024-01-23
R-02511,A,VALV-147,Valv Assembly 147,918,mm,72.43,2024-08-12,2024-09-03,CU-0113,shipped,2024-09-04
R-02512,B,GEAR-116,Gear Assembly 116,194,mm,10.99,2025-09-04,2025-09-24,CU-0046,completed,2025-09-25
R-02513,A,VALV-114,Valv Assembly 114,1561,mm,7.28,2024-06-23,2024-07-04,CU-0155,shipped,2024-07-05
R-02514,B,SHFT-134,Shft Assembly 134,4694,mm,74.85,2024-01-08,2024-01-28,CU-0057,shipped,2024-01-29
R-02515,C,GEAR_114,Gear Assembly 114,1783,mm,23.01,2026-04-03,2026-04-18,CU-0018,shipped,2026-04-19
R-02516,B,GEAR-116,Gear Assembly 116,24,mm,11.12,2026-03-26,2026-04-13,CU-0027,shipped,2026-04-14
R-02517,A,BRKT-121,Brkt Assembly 121,269,mm,11.24,2026-04-22,2026-05-23,CU-0156,shipped,2026-05-24
R-02518,A,PLTE-112,Plte Assembly 112,3109,mm,51.06,2024-02-26,2024-03-15,CU-0140,shipped,2024-03-16
R-02519,A,VALV-142,Valv Assembly 142,1384,mm,73.06,2025-10-22,2025-11-12,CU-0169,shipped,2025-11-13
R-02520,B,CASE-117,Case Assembly 117,106,mm,70.59,2026-04-16,2026-05-22,CU-0210,shipped,2026-05-23
R-02521,B,BOLT-149,Bolt Assembly 149,4343,mm,7.07,2024-02-28,2024-03-07,CU-0027,in_qa,2024-03-08
R-02522,C,PLTE_134,Plte Assembly 134,2483,mm,15.97,2026-03-31,2026-04-17,CU-0023,completed,2026-04-18
R-02523,A,RING-122,Ring Assembly 122,2058,mm,52.95,2024-07-31,2024-08-28,CU-0190,shipped,2024-08-29
R-02524,B,RING-114,Ring Assembly 114,3324,mm,65.46,2024-06-05,2024-06-11,CU-0202,in_qa,2024-06-12
R-02525,B,PLTE-104,Plte Assembly 104,181,mm,48.04,2025-06-12,2025-07-15,CU-0068,shipped,2025-07-16
R-02526,A,SHFT-118,Shft Assembly 118,501,mm,73.1,2025-02-26,2025-03-07,CU-0230,completed,2025-03-08
R-02527,A,BRKT-130,Brkt Assembly 130,435,mm,47.66,2025-12-30,2026-01-02,CU-0067,shipped,2026-01-03
R-02528,A,BOLT-135,Bolt Assembly 135,961,mm,2.95,2026-02-25,2026-03-31,CU-0174,completed,2026-04-01
R-02529,A,CASE-110,Case Assembly 110,2967,mm,30.82,2024-10-29,2024-11-23,CU-0198,completed,2024-11-24
R-02530,B,GEAR-144,Gear Assembly 144,2162,mm,59.92,2024-04-01,2024-04-04,CU-0203,shipped,2024-04-05
R-02531,B, ring-122,Ring Assembly 122,3657,mm,53.09,2024-10-17,2024-10-25,CU-0206,shipped,2024-10-26
R-02532,B,RING-131,Ring Assembly 131,99,mm,59.92,2025-06-28,2025-07-13,CU-0021,completed,2025-07-14
R-02533,C,BRKT_119,Brkt Assembly 119,3873,mm,23.82,2026-03-24,2026-04-05,CU-0234,shipped,2026-04-06
R-02534,A,GEAR-147,Gear Assembly 147,1523,mm,33.74,2026-04-06,2026-05-17,CU-0184,shipped,2026-05-18
R-02535,B,PLTE-117,Plte Assembly 117,1041,mm,61.28,2025-11-27,2026-01-03,CU-0177,completed,2026-01-04
R-02536,B,BRKT-143,Brkt Assembly 143,4646,mm,74.28,2024-02-10,2024-03-13,CU-0030,completed,2024-03-14
R-02537,A,PLTE-133,Plte Assembly 133,56,mm,39.07,2025-10-30,2025-11-22,CU-0239,shipped,2025-11-23
R-02538,B,VALV-119,Valv Assembly 119,3656,mm,472.9,2025-05-02,2025-05-20,CU-0072,shipped,2025-05-21
R-02539,A,BRKT-126,Brkt Assembly 126,1562,mm,15.84,2026-04-08,2026-04-25,CU-0065,in_qa,2026-04-26
R-02540,A,SHFT-143,Shft Assembly 143,1219,mm,23.63,2025-04-27,2025-05-16,CU-0071,shipped,2025-05-17
R-02541,C,CASE_147,Case Assembly 147,1529,mm,34.05,2024-06-06,2024-07-07,CU-0084,shipped,2024-07-08
R-02542,A,BOLT-124,Bolt Assembly 124,4057,mm,41.06,2025-04-26,2025-05-31,CU-0240,completed,2025-06-01
R-02543,B,GEAR-101,Gear Assembly 101,3648,mm,63.35,2024-10-17,2024-11-30,CU-0114,completed,2024-12-01
R-02544,C,PLTE_105,Plte Assembly 105,1840,mm,0.78,2025-11-20,2025-12-03,CU-0096,completed,2025-12-04
R-02545,A,BOLT-129,Bolt Assembly 129,2720,mm,62.01,2024-10-20,2024-11-21,CU-0205,completed,2024-11-22
R-02546,B,SHFT-113,Shft Assembly 113,4646,mm,64.38,2025-02-01,2025-02-04,CU-0210,completed,2025-02-05
R-02547,C,GEAR_128,Gear Assembly 128,537,mm,28.99,2026-03-15,2026-04-08,CU-0078,shipped,2026-04-09
R-02548,C,BOLT_125,Bolt Assembly 125,1002,mm,40.31,2024-09-18,2024-09-29,CU-0137,completed,2024-09-30
R-02549,C,VALV_136,Valv Assembly 136,2369,mm,67.31,2025-06-22,2025-07-31,CU-0101,completed,2025-08-01
R-02550,A,VALV-146,Valv Assembly 146,3749,mm,57.57,2024-03-11,2024-04-15,CU-0177,shipped,2024-04-16
R-02551,B,CASE-143,Case Assembly 143,1953,mm,62.56,2025-08-14,2025-09-11,CU-0183,in_qa,2025-09-12
R-02552,B,BOLT-105,Bolt Assembly 105,57,mm,44.15,2025-09-22,2025-10-03,CU-0115,shipped,2025-10-04
R-02553,A,CASE-115,Case Assembly 115,674,mm,30.37,2025-10-03,2025-11-02,CU-0167,shipped,2025-11-03
R-02554,B,CASE-106,Case Assembly 106,1397,mm,2.21,2024-08-01,2024-09-07,CU-0006,completed,2024-09-08
R-02555,C,CASE_119,Case Assembly 119,1972,mm,5.7,2025-07-17,2025-08-08,CU-0237,completed,2025-08-09
R-02556,A,BRKT-107,Brkt Assembly 107,243,mm,70.15,2024-05-31,2024-06-27,CU-0187,pending,2024-06-28
R-02557,C,SHFT_113,Shft Assembly 113,2921,mm,65.25,2024-08-25,2024-10-06,CU-0040,in_qa,2024-10-07
R-02558,B,RING-105,Ring Assembly 105,2041,mm,77.36,2024-02-04,2024-02-07,CU-0198,shipped,2024-02-08
R-02559,C,RING_125,Ring Assembly 125,3098,mm,57.46,2024-07-08,2024-08-16,CU-0225,shipped,2024-08-17
R-02560,C,CASE_135,Case Assembly 135,3633,mm,62.95,2024-03-26,2024-03-30,CU-0179,completed,2024-03-31
R-02561,A,VALV-140,Valv Assembly 140,1722,mm,7.44,2024-02-10,2024-02-17,CU-0209,pending,2024-02-18
R-02562,C,BRKT_100,Brkt Assembly 100,-164,mm,29.25,2025-01-02,2025-02-07,CU-0194,shipped,2025-02-08
R-02563,A,CASE-114,Case Assembly 114,767,mm,74.43,2025-03-16,2025-03-29,CU-0230,shipped,2025-03-30
R-02564,A,BOLT-101,Bolt Assembly 101,1040,mm,31.16,2025-02-07,2025-03-09,CU-0049,shipped,2025-03-10
R-02565,B,RING-100,Ring Assembly 100,811,mm,4.3,2024-09-29,2024-10-21,CU-0026,shipped,2024-10-22
R-02566,C,BOLT_148,Bolt Assembly 148,1291,mm,48.4,2025-07-14,2025-07-26,CU-0037,completed,2025-07-27
R-02567,B,VALV-118,Valv Assembly 118,99,mm,3.37,2026-02-11,2026-03-02,CU-0219,shipped,2026-03-03
R-02568,B,BRKT-120,Brkt Assembly 120,2021,mm,48.81,2025-03-14,2025-04-14,CU-0036,completed,2025-04-15
R-02569,A,GEAR-136,Gear Assembly 136,4123,mm,59.69,2025-08-06,2025-09-10,CU-0090,shipped,2025-09-11
R-02570,B,PLTE-136,Plte Assembly 136,4260,mm,22.9,2024-08-18,2024-09-26,CU-0047,in_qa,2024-09-27
R-02571,C,RING_144,Ring Assembly 144,1328,mm,31.37,2026-01-13,2026-02-24,CU-0123,pending,2026-02-25
R-02572,A,RING-138,Ring Assembly 138,2425,mm,37.68,2026-01-12,2026-02-14,CU-0049,in_qa,2026-02-15
R-02573,B,VALV-108,Valv Assembly 108,4958,mm,19.18,2024-10-31,2024-11-11,CU-0179,pending,2024-11-12
R-02574,B,SHFT-125,Shft Assembly 125,7,mm,33.77,2025-09-14,2025-09-29,CU-0128,shipped,2025-09-30
R-02575,B,BOLT-107,Bolt Assembly 107,59,mm,57.1,2025-10-06,2025-11-10,CU-0089,completed,2025-11-11
R-02576,B,BOLT-134,Bolt Assembly 134,3972,mm,46.93,2024-06-21,2024-06-22,CU-0068,shipped,2024-06-23
R-02577,B,PLTE-130,Plte Assembly 130,358,mm,63.67,2025-01-04,2025-02-13,CU-0118,pending,2025-02-14
R-02578,C,case_141 ,Case Assembly 141,4512,mm,33.43,2026-01-18,2026-02-01,CU-0231,shipped,2026-02-02
R-02579,B,BRKT-143,Brkt Assembly 143,1199,mm,73.9,2024-07-13,2024-08-07,CU-0186,shipped,2024-08-08
R-02580,B,PLTE-128,Plte Assembly 128,134,mm,70.21,2025-12-06,2025-12-20,CU-0193,shipped,2025-12-21
R-02581,A,CASE-105,Case Assembly 105,78,mm,52.47,2025-02-13,2025-03-04,CU-0037,completed,2025-03-05
R-02582,C,RING_100,Ring Assembly 100,2155,mm,4.21,2026-01-19,2026-02-11,CU-0154,shipped,2026-02-12
R-02583,C,PLTE_147,Plte Assembly 147,2918,mm,75.84,2024-07-30,2024-08-06,CU-0181,pending,2024-08-07
R-02584,A,SHFT-124,Shft Assembly 124,2543,mm,18.37,2025-12-17,2026-01-30,CU-0019,completed,2026-01-31
R-02585,A,VALV-129,Valv Assembly 129,791,mm,11.33,2025-08-06,2025-08-15,CU-0137,shipped,2025-08-16
R-02586,B,RING-109,Ring Assembly 109,2405,mm,21.53,2024-07-07,2024-07-31,CU-0166,in_qa,2024-08-01
R-02587,A,BRKT-140,Brkt Assembly 140,1751,mm,9.84,2024-11-21,2024-12-19,CU-0131,completed,2024-12-20
R-02588,A,GEAR-104,Gear Assembly 104,2586,mm,47.65,2025-09-18,2025-10-29,CU-0063,shipped,2025-10-30
R-02589,B,CASE-112,Case Assembly 112,66,mm,37.68,2025-10-10,2025-10-24,CU-0147,shipped,2025-10-25
R-02590,B,SHFT-132,Shft Assembly 132,834,mm,9.88,2024-10-13,2024-11-12,CU-0027,completed,2024-11-13
R-02591,B,SHFT-119,Shft Assembly 119,58,mm,42.38,2026-01-16,2026-02-24,CU-0121,in_qa,2026-02-25
R-02592,A,PLTE-125,Plte Assembly 125,1879,mm,19.41,2024-07-09,2024-07-25,CU-0009,shipped,2024-07-26
R-02593,C,BOLT_113,Bolt Assembly 113,328,mm,40.7,2024-02-03,2024-03-15,CU-0027,pending,2024-03-16
R-02594,B,SHFT-128,Shft Assembly 128,119,mm,0.59,2026-02-27,2026-03-12,CU-0050,shipped,2026-03-13
R-02595,A,BOLT-141,Bolt Assembly 141,3074,mm,2.99,2025-12-09,2026-01-17,CU-0157,shipped,2026-01-18
R-02596,C,RING_117,Ring Assembly 117,158,mm,13.77,2025-04-05,2025-04-24,CU-0016,completed,2025-04-25
R-02597,B, shft-102,Shft Assembly 102,2866,mm,24.62,2024-05-04,2024-05-31,CU-0050,completed,2024-06-01
R-02598,A,CASE-103,Case Assembly 103,724,mm,13.12,2024-04-02,2024-04-15,CU-0030,shipped,2024-04-16
R-02599,B,BOLT-115,Bolt Assembly 115,84,mm,59.74,2025-09-21,2025-10-10,CU-0118,completed,2025-10-11
R-02600,A,BOLT-130,Bolt Assembly 130,4281,mm,69.48,2025-07-21,2025-07-28,CU-0114,pending,2025-07-29
R-02601,A,SHFT-102,Shft Assembly 102,975,mm,25.89,2024-06-10,2024-07-16,CU-0025,shipped,2024-07-17
R-02602,C,RING_115,Ring Assembly 115,4980,mm,55.89,2024-03-03,2024-03-29,CU-0063,completed,2024-03-30
R-02603,B,GEAR-103,Gear Assembly 103,1264,mm,70.19,2024-04-04,2024-05-17,CU-0198,completed,2024-05-18
R-02604,B,VALV-113,Valv Assembly 113,186,mm,43.35,2025-10-01,2025-11-13,CU-0235,shipped,2025-11-14
R-02605,B,GEAR-147,Gear Assembly 147,49,mm,33.36,2025-08-27,2025-10-10,CU-0050,completed,2025-10-11
R-02606,B,BRKT-129,Brkt Assembly 129,95,mm,3.86,2026-04-16,2026-05-18,CU-0095,in_qa,2026-05-19
R-02607,B,PLTE-102,Plte Assembly 102,136,mm,13.28,2025-11-21,2025-12-17,CU-0232,completed,2025-12-18
R-02608,B,BOLT-135,Bolt Assembly 135,75,mm,2.85,2026-03-04,2026-03-25,CU-0047,completed,2026-03-26
R-02609,C,BRKT_123,Brkt Assembly 123,3695,mm,28.55,2024-03-24,2024-04-04,CU-0017,shipped,2024-04-05
R-02610,A,BRKT-136,Brkt Assembly 136,4583,mm,24.45,2026-01-03,2026-02-13,CU-0080,shipped,2026-02-14
R-02611,A,PLTE-145,Plte Assembly 145,3088,mm,76.02,2024-08-14,2024-09-22,CU-0055,shipped,2024-09-23
R-02612,B,SHFT-120,Shft Assembly 120,146,mm,63.42,2026-02-08,2026-02-25,CU-0228,shipped,2026-02-26
R-02613,A,PLTE-149,Plte Assembly 149,2735,mm,67.44,2025-03-09,2025-04-05,CU-0029,shipped,2025-04-06
R-02614,C,PLTE_119,Plte Assembly 119,86,mm,66.73,2024-05-27,2024-07-06,CU-0072,shipped,2024-07-07
R-02615,A,RING-147,Ring Assembly 147,4724,mm,3.72,2025-12-26,2026-01-23,CU-0156,completed,2026-01-24
R-02616,B,BRKT-138,Brkt Assembly 138,73,mm,55.07,2026-04-07,2026-05-08,CU-0088,shipped,2026-05-09
R-02617,B,BOLT-133,Bolt Assembly 133,30,mm,7.54,2025-07-02,2025-08-10,CU-0219,in_qa,2025-08-11
R-02618,A,VALV-119,Valv Assembly 119,4552,mm,47.93,2026-04-07,2026-05-12,CU-0191,in_qa,2026-05-13
R-02619,C,BOLT_130,Bolt Assembly 130,4455,mm,72.59,2024-08-15,2024-09-10,CU-0128,pending,2024-09-11
R-02620,B,GEAR-124,Gear Assembly 124,68,mm,57.32,2025-11-16,2025-12-06,CU-0046,completed,2025-12-07
R-02621,C,RING_126,Ring Assembly 126,2301,mm,43.14,2025-04-14,2025-05-20,CU-0210,shipped,2025-05-21
R-02622,B,VALV-123,Valv Assembly 123,2754,mm,18.61,2024-02-18,2024-03-11,CU-0174,shipped,2024-03-12
R-02623,A,SHFT-144,Shft Assembly 144,2595,mm,22.7,2024-08-31,2024-09-28,CU-0069,completed,2024-09-29
R-02624,B,VALV-111,Valv Assembly 111,3262,mm,50.26,2024-10-17,2024-11-24,CU-0125,shipped,2024-11-25
R-02625,A,VALV-145,Valv Assembly 145,1066,mm,27.8,2024-12-31,2025-01-16,CU-0159,shipped,2025-01-17
R-02626,C,GEAR_128,Gear Assembly 128,1586,mm,28.31,2024-02-25,2024-03-22,CU-0062,shipped,2024-03-23
R-02627,B,BOLT-122,Bolt Assembly 122,128,mm,67.6,2026-01-31,2026-02-19,CU-0075,shipped,2026-02-20
R-02628,A,BOLT-145,Bolt Assembly 145,4074,mm,41.35,2024-01-31,2024-02-01,CU-0186,in_qa,2024-02-02
R-02629,C,CASE_135,Case Assembly 135,200,mm,63.18,2025-05-30,2025-07-02,CU-0192,in_qa,2025-07-03
R-02630,A,BOLT-125,Bolt Assembly 125,4324,mm,40.06,2024-12-02,2024-12-16,CU-0122,pending,2024-12-17
R-02631,B,RING-106,Ring Assembly 106,2951,mm,41.71,2026-01-01,2026-01-17,CU-0198,shipped,2026-01-18
R-02632,A,VALV-112,Valv Assembly 112,234,mm,49.55,2024-06-08,2024-07-15,CU-0207,shipped,2024-07-16
R-02633,A,BRKT-144,Brkt Assembly 144,2244,mm,21.31,2024-02-27,2024-04-10,CU-0048,shipped,2024-04-11
R-02634,B,RING-137,Ring Assembly 137,579,mm,56.57,2025-03-26,2025-04-17,CU-0040,in_qa,2025-04-18
R-02635,B,SHFT-149,Shft Assembly 149,259,mm,22.4,2025-05-23,2025-06-06,CU-0075,shipped,2025-06-07
R-02636,C,bolt_130 ,Bolt Assembly 130,3100,mm,69.37,2024-11-05,2024-12-15,CU-0230,shipped,2024-12-16
R-02637,C,RING_116,Ring Assembly 116,2142,mm,33.23,2024-07-13,2024-08-12,CU-0018,shipped,2024-08-13
R-02638,A,BRKT-134,Brkt Assembly 134,4156,mm,76.31,2026-03-20,2026-04-15,CX-D348,in_qa,2026-04-16
R-02639,A,BRKT-100,Brkt Assembly 100,645,mm,29.22,2025-12-11,2025-12-24,CU-0158,completed,2025-12-25
R-02640,B,BRKT-146,Brkt Assembly 146,565,mm,24.58,2025-05-26,2025-06-26,CU-0059,shipped,2025-06-27
R-02641,C,PLTE_142,Plte Assembly 142,2004,mm,73.08,2026-02-20,2026-02-21,CU-0041,shipped,2026-02-22
R-02642,C,BRKT_101,Brkt Assembly 101,4011,mm,75.1,2024-01-31,2024-02-19,CU-0194,shipped,2024-02-20
R-02643,B,CASE-113,Case Assembly 113,1258,mm,42.79,2025-08-25,2025-10-06,CU-0167,pending,2025-10-07
R-02644,C,SHFT_103,Shft Assembly 103,3154,mm,39.87,2025-11-24,2025-12-22,CU-0086,in_qa,2025-12-23
R-02645,C,BRKT_113,Brkt Assembly 113,3098,mm,17.07,2025-03-23,2025-04-02,CX-N102,completed,2025-04-03
R-02646,B,SHFT-133,Shft Assembly 133,77,mm,26.55,2026-01-10,2026-01-28,CU-0181,pending,2026-01-29
R-02647,C,RING_117,Ring Assembly 117,1061,mm,13.81,2025-08-21,2025-08-31,CU-0065,completed,2025-09-01
R-02648,B,RING-109,Ring Assembly 109,28,mm,21.88,2026-03-27,2026-04-19,CU-0148,shipped,2026-04-20
R-02649,C,SHFT_136,Shft Assembly 136,1760,mm,41.95,2026-03-14,2026-04-09,CU-0116,completed,2026-04-10
R-02650,B,SHFT-122,Shft Assembly 122,3934,mm,25.01,2024-03-06,2024-03-10,CU-0015,shipped,2024-03-11
R-02651,B,GEAR-100,Gear Assembly 100,3007,mm,78.19,2025-04-13,2025-05-23,CU-0066,completed,2025-05-24
R-02652,B,PLTE-135,Plte Assembly 135,986,mm,58.98,2024-11-27,2024-12-05,CU-0236,completed,2024-12-06
R-02653,B,GEAR-146,Gear Assembly 146,3364,mm,41.35,2025-05-27,2025-06-18,CU-0039,shipped,2025-06-19
R-02654,A,GEAR-123,Gear Assembly 123,1051,mm,63.93,2024-03-10,2024-03-30,CU-0145,shipped,2024-03-31
R-02655,B,BOLT-142,Bolt Assembly 142,162,mm,66.9,2024-11-28,2024-12-31,CU-0200,pending,2025-01-01
R-02656,A,PLTE-132,Plte Assembly 132,4285,mm,45.07,2024-10-15,2024-11-28,CU-0157,pending,2024-11-29
R-02657,C,BOLT_137,Bolt Assembly 137,3066,mm,44.55,2026-03-17,2026-04-18,CU-0123,shipped,2026-04-19
R-02658,B,SHFT-138,Shft Assembly 138,99,mm,29.07,2025-07-05,2025-07-29,CU-0069,shipped,2025-07-30
R-02659,B,PLTE-124,Plte Assembly 124,139,mm,21.17,2026-03-31,2026-04-01,CU-0187,shipped,2026-04-02
R-02660,B,SHFT-136,Shft Assembly 136,3221,mm,40.33,2024-03-02,2024-03-17,CU-0155,shipped,2024-03-18
R-02661,B,SHFT-106,Shft Assembly 106,166,mm,32.12,2025-10-05,2025-10-17,CU-0078,shipped,2025-10-18
R-02662,C,PLTE_143,Plte Assembly 143,3237,mm,30.11,2026-01-20,2026-02-16,CU-0120,pending,2026-02-17
R-02663,C,RING_112,Ring Assembly 112,865,mm,2.06,2025-12-08,2025-12-21,CU-0167,shipped,2025-12-22
R-02664,A,RING-119,Ring Assembly 119,228,mm,19.72,2024-03-29,2024-04-21,CU-0178,shipped,2024-04-22
R-02665,A,BRKT-145,Brkt Assembly 145,1749,mm,54.14,2025-09-16,2025-10-22,CU-0034,completed,2025-10-23
R-02666,B,BRKT-146,Brkt Assembly 146,2073,mm,24.47,2024-05-16,2024-06-09,CU-0030,completed,2024-06-10
R-02667,B,BRKT-127,Brkt Assembly 127,2040,mm,41.88,2024-07-19,2024-08-05,CU-0177,shipped,2024-08-06
R-02668,C,PLTE_130,Plte Assembly 130,1832,mm,61.94,2024-09-26,2024-10-20,CU-0227,shipped,2024-10-21
R-02669,C,SHFT_106,Shft Assembly 106,4113,mm,33.17,2024-10-24,2024-11-26,CU-0151,completed,2024-11-27
R-02670,A,BRKT-114,Brkt Assembly 114,1516,mm,14.46,2024-07-25,2024-07-30,CU-0100,shipped,2024-07-31
R-02671,C,VALV_121,Valv Assembly 121,938,mm,1.41,2024-05-17,2024-06-28,CU-0145,shipped,2024-06-29
R-02672,A,BOLT-140,Bolt Assembly 140,2700,mm,2.5,2025-12-16,2026-01-01,CU-0043,shipped,2026-01-02
R-02673,C,BRKT_126,Brkt Assembly 126,1928,mm,15.92,2026-01-30,2026-03-06,CU-0199,completed,2026-03-07
R-02674,B,GEAR-116,Gear Assembly 116,175,mm,11.02,2025-08-03,2025-08-06,CU-0008,completed,2025-08-07
R-02675,C,RING_124,Ring Assembly 124,3299,mm,77.95,2025-05-09,2025-05-15,CU-0037,shipped,2025-05-16
R-02676,B,BOLT-108,Bolt Assembly 108,3128,mm,46.59,2024-09-03,2024-09-26,CU-0044,shipped,2024-09-27
R-02677,C,VALV_128,Valv Assembly 128,2078,mm,73.26,2026-04-24,2026-06-03,CU-0080,pending,2026-06-04
R-02678,A,RING-109,Ring Assembly 109,113,mm,22.06,2024-10-15,2024-10-29,CU-0087,completed,2024-10-30
R-02679,B,CASE-109,Case Assembly 109,1494,mm,45.27,2025-02-25,2025-04-10,CU-0003,completed,2025-04-11
R-02680,A,GEAR-113,Gear Assembly 113,1094,mm,28.41,2024-09-15,2024-09-21,CU-0094,shipped,2024-09-22
R-02681,B,VALV-119,Valv Assembly 119,143,mm,48.44,2025-12-30,2026-01-07,CU-0214,in_qa,2026-01-08
R-02682,B,GEAR-127,Gear Assembly 127,88,mm,6.07,2025-11-09,2025-12-11,CU-0039,shipped,2025-12-12
R-02683,A,VALV-129,Valv Assembly 129,1802,mm,11.01,2025-05-31,2025-06-16,CU-0151,shipped,2025-06-17
R-02684,B,BOLT-105,Bolt Assembly 105,22,mm,45.59,2026-01-22,2026-02-08,CU-0024,in_qa,2026-02-09
R-02685,B,RING-113,Ring Assembly 113,2437,mm,75.84,2025-01-17,2025-02-28,CU-0082,completed,2025-03-01
R-02686,B,GEAR-117,Gear Assembly 117,4006,mm,63.32,2024-12-05,2024-12-06,CU-0064,shipped,2024-12-07
R-02687,B,CASE-145,Case Assembly 145,1927,mm,75.87,2024-08-05,2024-09-02,CU-0173,pending,2024-09-03
R-02688,B,BOLT-125,Bolt Assembly 125,176,mm,40.2,2024-11-24,2025-01-01,CU-0199,shipped,2025-01-02
R-02689,B,BRKT-130,Brkt Assembly 130,64,mm,48.77,2025-07-15,2025-08-27,CU-0016,shipped,2025-08-28
R-02690,A,GEAR-112,Gear Assembly 112,4365,mm,66.77,2024-08-10,2024-09-16,CU-0236,in_qa,2024-09-17
R-02691,A,GEAR-120,Gear Assembly 120,4171,mm,61.17,2025-08-14,2025-09-20,CU-0086,in_qa,2025-09-21
R-02692,A,BRKT-106,Brkt Assembly 106,105,mm,4.78,2024-09-20,2024-10-08,CU-0032,shipped,2024-10-09
R-02693,C,CASE_105,Case Assembly 105,4585,mm,49.94,2024-12-13,2024-12-18,CU-0114,shipped,2024-12-19
R-02694,B,BOLT-145,Bolt Assembly 145,133,mm,42.09,2025-05-12,2025-06-06,CU-0210,pending,2025-06-07
R-02695,A,VALV-144,Valv Assembly 144,4679,mm,27.29,2025-10-20,2025-11-04,CU-0210,shipped,2025-11-05
R-02696,B,BOLT-145,Bolt Assembly 145,104,mm,43.03,2024-02-08,2024-03-15,CU-0162,shipped,2024-03-16
R-02697,B,CASE-148,Case Assembly 148,2859,mm,61.86,2026-04-02,2026-04-09,CU-0162,completed,2026-04-10
R-02698,A,BOLT-117,Bolt Assembly 117,2403,mm,56.54,2026-02-04,2026-03-14,CU-0030,shipped,2026-03-15
R-02699,A,BRKT-107,Brkt Assembly 107,2464,mm,69.02,2024-07-14,2024-08-10,CU-0055,completed,2024-08-11
R-02700,A,CASE-145,Case Assembly 145,673,mm,72.52,2025-06-24,2025-07-07,CU-0211,in_qa,2025-07-08
R-02701,B,VALV-107,Valv Assembly 107,4133,mm,62.39,2024-09-27,2024-10-05,CU-0148,completed,2024-10-06
R-02702,B,BOLT-101,Bolt Assembly 101,164,mm,30.33,2025-12-05,2025-12-10,CU-0194,shipped,2025-12-11
R-02703,B,PLTE-105,Plte Assembly 105,10,mm,0.8,2025-11-03,2025-11-21,CU-0084,pending,2025-11-22
R-02704,A,BOLT-122,Bolt Assembly 122,1491,mm,68.53,2024-08-23,2024-09-13,CU-0231,completed,2024-09-14
R-02705,A,GEAR-144,Gear Assembly 144,1187,mm,63.16,2025-04-07,2025-05-08,CU-0134,shipped,2025-05-09
R-02706,A,SHFT-133,Shft Assembly 133,143,mm,27.42,2026-03-13,2026-04-02,CU-0142,shipped,2026-04-03
R-02707,A,SHFT-116,Shft Assembly 116,3145,mm,65.04,2025-10-26,2025-11-05,CU-0106,completed,2025-11-06
R-02708,C,PLTE_137,Plte Assembly 137,597,mm,1.97,2025-10-21,2025-11-29,CU-0013,in_qa,2025-11-30
R-02709,A,CASE-131,Case Assembly 131,4436,mm,57.28,2025-03-10,2025-04-12,CU-0017,pending,2025-04-13
R-02710,C,VALV_125,Valv Assembly 125,3389,mm,14.09,2024-08-03,2024-08-17,CU-0094,completed,2024-08-18
R-02711,C,PLTE_146,Plte Assembly 146,1221,mm,34.13,2024-10-20,2024-11-29,CU-0096,pending,2024-11-30
R-02712,C,RING_116,Ring Assembly 116,2318,mm,32.13,2026-01-24,2026-03-03,CU-0058,shipped,2026-03-04
R-02713,B,RING-130,Ring Assembly 130,3871,mm,27.77,2024-12-16,2025-01-15,CU-0108,in_qa,2025-01-16
R-02714,A,PLTE-113,Plte Assembly 113,536,mm,17.89,2025-05-05,2025-06-06,CU-0202,completed,2025-06-07
